"Code","Species","Cohort","numyrs","age","li_a","li_b","vbert_cm","grams","SN_mg","RN_mg","Linf","K","To","Rname","Sname","newage","vbert_cm2","grams2","inches","lbs","SN_2","RN_2","interval","recruit_cm","recruit_grams","recruitSN","recruitRN"
"SSH","Sandbar_Shark",5,5,25,0.0043,3.1,142.406560287984,20389.7285894719,49001.9913229317,129855.277005769,186,0.046,-6.54,"Sandbar_Shark5_ResN","Sandbar_Shark5_StructN",75,181.629372140574,43345.6289258591,71.507665441116,95.5606404425276,104171.182229895,276053.632909221,3,54.5131727346378,1039.01777959397,2497.03864358079,6617.15240548908
"SSH","Sandbar_Shark",6,5,30,0.0043,3.1,151.3635473001,24633.9738870265,59202.0521197465,156885.438117328,186,0.046,-6.54,"Sandbar_Shark6_ResN","Sandbar_Shark6_StructN",90,183.807797658918,44977.6378350169,72.3653137461138,99.1585999238349,108093.337743371,286447.345019934,3,54.5131727346378,1039.01777959397,2497.03864358079,6617.15240548908
"SSH","Sandbar_Shark",7,5,35,0.0043,3.1,158.480174458412,28404.7369335703,68264.207963399,180900.151103007,186,0.046,-6.54,"Sandbar_Shark7_ResN","Sandbar_Shark7_StructN",105,184.900443767163,45811.6687039081,72.7954896115758,100.99732105801,110097.737812805,291759.005203933,3,54.5131727346378,1039.01777959397,2497.03864358079,6617.15240548908
"SSH","Sandbar_Shark",8,5,40,0.0043,3.1,164.134573872179,31665.6697956155,76101.105012294,201667.928282579,186,0.046,-6.54,"Sandbar_Shark8_ResN","Sandbar_Shark8_StructN",120,185.448488907016,46233.9162748306,73.0112555311813,101.928216497817,111112.512076017,294448.157001445,3,54.5131727346378,1039.01777959397,2497.03864358079,6617.15240548908
"SSH","Sandbar_Shark",9,5,45,0.0043,3.1,168.627184208392,34430.5514567281,82745.8578628408,219276.523336528,186,0.046,-6.54,"Sandbar_Shark9_ResN","Sandbar_Shark9_StructN",135,185.723375233935,46446.6948955498,73.1194785529755,102.397312500627,111623.87622098,295803.271985597,3,54.5131727346378,1039.01777959397,2497.03864358079,6617.15240548908
"SSH","Sandbar_Shark",10,5,50,0.0043,3.1,172.196714083467,36740.5388119864,88297.3775822792,233988.05059304,186,0.046,-6.54,"Sandbar_Shark10_ResN","Sandbar_Shark10_StructN",150,185.861251637231,46553.6689305191,73.1737606308294,102.633149597601,111880.963543665,296484.553390713,3,54.5131727346378,1039.01777959397,2497.03864358079,6617.15240548908
"STB","Striped_Bass",1,2,2,0.0122,2.9,53.6215210967017,1263.11620365417,3035.60731471804,8044.35938400279,98.7,0.158,-2.96,"Striped_Bass1_ResN","Striped_Bass1_StructN",3,60.209750616948,1767.63923635294,23.704639027643,3.89697281324843,4248.11159902173,11257.4957374076,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"STB","Striped_Bass",2,2,4,0.0122,2.9,65.8351089563685,2290.27035028396,5504.13446355195,14585.9563284127,98.7,0.158,-2.96,"Striped_Bass2_ResN","Striped_Bass2_StructN",6,74.7395406059112,3308.68986036151,29.4250318760878,7.29440383995019,7951.66993598055,21071.9253303485,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"STB","Striped_Bass",3,2,6,0.0122,2.9,74.7395406059112,3308.68986036151,7951.66993598055,21071.9253303485,98.7,0.158,-2.96,"Striped_Bass3_ResN","Striped_Bass3_StructN",9,83.7844402523261,4608.22431496735,32.9860179117811,10.1593834892633,11074.8000840359,29348.2202226952,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"STB","Striped_Bass",4,2,8,0.0122,2.9,81.2314006483819,4212.68767033712,10124.2193471212,26829.1812698711,98.7,0.158,-2.96,"Striped_Bass4_ResN","Striped_Bass4_StructN",12,89.4149558809664,5564.79684124516,35.2027575452923,12.2682624121459,13373.7006518749,35440.3067274686,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"STB","Striped_Bass",5,2,10,0.0122,2.9,85.9643525615108,4964.58763130994,11931.236797188,31617.7775125483,98.7,0.158,-2.96,"Striped_Bass5_ResN","Striped_Bass5_StructN",15,92.9199926954906,6221.23225409369,36.5826940442074,13.71545305202,14951.2911658104,39620.9215893975,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"STB","Striped_Bass",6,2,12,0.0122,2.9,89.4149558809664,5564.79684124517,13373.7006518749,35440.3067274686,98.7,0.158,-2.96,"Striped_Bass6_ResN","Striped_Bass6_StructN",18,95.1019035330487,6654.39442118973,37.4417145228648,14.6704110288433,15992.296133597,42379.5847540321,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"STB","Striped_Bass",7,2,14,0.0122,2.9,91.9306508397952,6031.07600493006,14494.2946525596,38409.880829283,98.7,0.158,-2.96,"Striped_Bass7_ResN","Striped_Bass7_StructN",21,96.4601588538846,6933.76233979105,37.9764610009332,15.2863111295501,16663.6922369407,44158.784427893,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"STB","Striped_Bass",8,2,16,0.0122,2.9,93.7647420232684,6386.67127807287,15348.8855517252,40674.5467120719,98.7,0.158,-2.96,"Striped_Bass8_ResN","Striped_Bass8_StructN",24,97.3056826419437,7111.49029318772,38.3093445618159,15.6781337301675,17090.8202191486,45290.6735807437,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"STB","Striped_Bass",9,2,18,0.0122,2.9,95.1019035330487,6654.39442118972,15992.296133597,42379.5847540321,98.7,0.158,-2.96,"Striped_Bass9_ResN","Striped_Bass9_StructN",27,97.8320273322289,7223.61989274577,38.5165669927259,15.9253368879452,17360.2977475265,46004.7890309452,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"STB","Striped_Bass",10,2,20,0.0122,2.9,96.0767737681544,6854.14397860242,16472.3479418467,43651.7220458938,98.7,0.158,-2.96,"Striped_Bass10_ResN","Striped_Bass10_StructN",30,98.159680719282,7294.00284348082,38.645564458862,16.0805045487947,17529.4468721,46453.0342110651,1.5,45.9056093996142,804.953005221313,1934.51815722498,5126.47311664619
"SUF","Summerflounder",1,2,2,0.012,3.05,30.0212687632671,384.892834273294,925.000803348461,2451.25212887342,85.9,0.215,0,"Summerflounder1_ResN","Summerflounder1_StructN",3,40.8314876330437,983.369231091766,16.0753975126169,2.16795547424953,2363.30024295065,6262.74564381922,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SUF","Summerflounder",2,2,4,0.012,3.05,49.5503771289054,1774.49380307544,4264.58496293063,11301.1501517662,85.9,0.215,0,"Summerflounder2_ResN","Summerflounder2_StructN",6,62.2542397325903,3559.56144412022,24.5095564369605,7.84748035093632,8554.58169699644,22669.6414970406,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SUF","Summerflounder",3,2,6,0.012,3.05,62.2542397325903,3559.56144412022,8554.58169699645,22669.6414970406,85.9,0.215,0,"Summerflounder3_ResN","Summerflounder3_StructN",9,73.4939553080577,5905.39143576755,28.9346436987376,13.0191440671219,14192.2408934572,37609.4383676617,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SUF","Summerflounder",4,2,8,0.012,3.05,70.5182178944027,5205.95365859713,12511.3041542829,33154.9560088498,85.9,0.215,0,"Summerflounder4_ResN","Summerflounder4_StructN",12,79.3910130544376,7472.80835054595,31.2563212305451,16.4747027457806,17959.1645050371,47591.7859383484,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SUF","Summerflounder",5,2,10,0.012,3.05,75.8940108472566,6513.49578426096,15653.6788855106,41482.2490466031,85.9,0.215,0,"Summerflounder5_ResN","Summerflounder5_StructN",15,82.4849783626026,8397.00832448561,32.474418466335,18.5122124923275,20180.265139355,53477.7026192907,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SUF","Summerflounder",6,2,12,0.012,3.05,79.3910130544376,7472.80835054595,17959.1645050371,47591.7859383484,85.9,0.215,0,"Summerflounder6_ResN","Summerflounder6_StructN",18,84.1082660663741,8911.26214587249,33.1135084585975,19.6459467520334,21416.1551210586,56752.8110708053,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SUF","Summerflounder",7,2,14,0.012,3.05,81.6658447944763,8145.2542658519,19575.2325543184,51874.3662689439,85.9,0.215,0,"Summerflounder7_ResN","Summerflounder7_StructN",21,84.9599443196052,9189.34621841369,33.4488150385729,20.2590164600392,22084.4657976777,58523.8343638459,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SUF","Summerflounder",8,2,16,0.012,3.05,83.1456435303368,8603.82796546839,20677.3082563528,54794.8668793349,85.9,0.215,0,"Summerflounder8_ResN","Summerflounder8_StructN",24,85.4067879970023,9337.55198778046,33.6247378412078,20.5857538633006,22440.6440465765,59467.7067234276,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SUF","Summerflounder",9,2,18,0.012,3.05,84.1082660663741,8911.26214587251,21416.1551210587,56752.8110708054,85.9,0.215,0,"Summerflounder9_ResN","Summerflounder9_StructN",27,85.6412301367098,9415.9486474904,33.7170379460528,20.7585887072303,22629.0522650574,59966.9885024022,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SUF","Summerflounder",10,2,20,0.012,3.05,84.7344607808519,9115.16343321044,21906.1846508302,58051.3893247,85.9,0.215,0,"Summerflounder10_ResN","Summerflounder10_StructN",30,85.7642331457056,9457.25681825481,33.7654643536974,20.8496575266609,22728.3268883797,60230.0662542063,1.5,16.6180902887676,63.3802057141342,152.319648435795,403.647068354856
"SWH","Small_Whale",1,7,7,0.015,3,224.551717649038,169840.165108227,408171.509512683,1081654.50020861,271.78,0.25,0,"Small_Whale1_ResN","Small_Whale1_StructN",28,271.532168719402,300299.856059394,106.902486356997,662.047068665662,721701.168131205,1912508.09554769,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"SWH","Small_Whale",2,7,14,0.015,3,263.572955133482,274658.975999796,660079.250179755,1749210.01297635,271.78,0.25,0,"Small_Whale2_ResN","Small_Whale2_StructN",56,271.779774007125,301122.11947996,106.999968806379,663.859847047909,723677.287863398,1917744.812838,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"SWH","Small_Whale",3,7,21,0.015,3,270.353829449471,296407.259296098,712346.213160534,1887717.46487542,271.78,0.25,0,"Small_Whale3_ResN","Small_Whale3_StructN",84,271.779999793921,301122.869971295,107.000057698867,663.861501596117,723679.091495543,1917749.59246319,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"SWH","Small_Whale",4,7,28,0.015,3,271.532168719402,300299.856059394,721701.168131205,1912508.09554769,271.78,0.25,0,"Small_Whale4_ResN","Small_Whale4_StructN",112,271.779999999812,301122.870655655,107.000057779926,663.861503104871,723679.093140244,1917749.59682165,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"SWH","Small_Whale",5,7,35,0.015,3,271.73693338106,300979.74435134,723335.12220942,1916838.07385496,271.78,0.25,0,"Small_Whale5_ResN","Small_Whale5_StructN",140,271.78,301122.87065628,107.00005778,663.861503106247,723679.093141744,1917749.59682562,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"SWH","Small_Whale",6,7,42,0.015,3,271.772516143796,301097.995777231,723619.312129851,1917591.1771441,271.78,0.25,0,"Small_Whale6_ResN","Small_Whale6_StructN",168,271.78,301122.87065628,107.00005778,663.861503106248,723679.093141745,1917749.59682562,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"SWH","Small_Whale",7,7,49,0.015,3,271.778699500795,301118.547952108,723668.704523211,1917722.06698651,271.78,0.25,0,"Small_Whale7_ResN","Small_Whale7_StructN",196,271.78,301122.87065628,107.00005778,663.861503106248,723679.093141745,1917749.59682562,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"SWH","Small_Whale",8,7,56,0.015,3,271.779774007125,301122.11947996,723677.287863398,1917744.812838,271.78,0.25,0,"Small_Whale8_ResN","Small_Whale8_StructN",224,271.78,301122.87065628,107.00005778,663.861503106248,723679.093141745,1917749.59682562,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"SWH","Small_Whale",9,7,63,0.015,3,271.779960728327,301122.740121319,723678.779431192,1917748.76549266,271.78,0.25,0,"Small_Whale9_ResN","Small_Whale9_StructN",252,271.78,301122.87065628,107.00005778,663.861503106248,723679.093141745,1917749.59682562,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"SWH","Small_Whale",10,7,70,0.015,3,271.779993175607,301122.847972702,723679.038627019,1917749.4523616,271.78,0.25,0,"Small_Whale10_ResN","Small_Whale10_StructN",280,271.78,301122.87065628,107.00005778,663.861503106248,723679.093141745,1917749.59682562,4,60.1175231768536,3259.07607058036,7832.43468055843,20755.9519034798
"TAU","Tautog",1,2,2,0.015,3,13.2689088746917,35.0426461820293,84.2168858015604,223.174747374135,73.2,0.1,0,"Tautog1_ResN","Tautog1_StructN",3,18.9721062460983,102.432530884909,7.46933720119513,0.225824806239487,246.172869225928,652.358103448708,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TAU","Tautog",2,2,4,0.015,3,24.1325726301912,210.815299067472,506.64575599008,1342.61125337371,73.2,0.1,0,"Tautog2_ResN","Tautog2_StructN",6,33.0269882379173,540.378640515999,13.0027582962563,1.19132955845438,1298.6749351502,3441.48857814804,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TAU","Tautog",3,2,6,0.015,3,33.0269882379173,540.378640515999,1298.6749351502,3441.48857814804,73.2,0.1,0,"Tautog3_ResN","Tautog3_StructN",9,43.4391009069881,1229.51474749766,17.1020174661821,2.71061280262828,2954.85399542816,7830.36308788462,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TAU","Tautog",4,2,8,0.015,3,40.3091198266194,982.429069707059,2361.0407827615,6256.75807431797,73.2,0.1,0,"Tautog4_ResN","Tautog4_StructN",12,51.1525836880268,2007.67764274075,20.1388233505598,4.42616628473911,4824.98832670212,12786.2190657606,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TAU","Tautog",5,2,10,0.015,3,46.2712249062504,1486.01861016075,3571.30163460887,9463.94933171352,73.2,0.1,0,"Tautog5_ResN","Tautog5_StructN",15,56.8668722771349,2758.47648535807,22.3885444823803,6.08139242915011,6629.3594937709,17567.8026584929,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TAU","Tautog",6,2,12,0.015,3,51.1525836880268,2007.67764274075,4824.98832670212,12786.2190657606,73.2,0.1,0,"Tautog6_ResN","Tautog6_StructN",18,61.1001213821799,3421.50735657306,24.0551788882856,7.54312354844809,8222.8006646793,21790.4217614001,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TAU","Tautog",7,2,14,0.015,3,55.1491022394744,2515.9766149775,6046.56720734798,16023.4030994722,73.2,0.1,0,"Tautog7_ResN","Tautog7_StructN",21,64.2361894518817,3975.85529952657,25.2898520233953,8.76525011044226,9555.04758357743,25320.8760964802,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TAU","Tautog",8,2,16,0.015,3,58.4211748827912,2990.90155784501,7187.93933632543,19048.0392412624,73.2,0.1,0,"Tautog8_ResN","Tautog8_StructN",24,66.559445819215,4423.03474539484,26.2045203784708,9.75111086039236,10629.7398351234,28168.8105630769,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TAU","Tautog",9,2,18,0.015,3,61.1001213821799,3421.50735657306,8222.8006646793,21790.4217614001,73.2,0.1,0,"Tautog9_ResN","Tautog9_StructN",27,68.2805564674503,4775.09937950436,26.8821233617917,10.5272795940429,11475.8456609093,30410.9910014096,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TAU","Tautog",10,2,20,0.015,3,63.29345726708,3803.3624564326,9140.50097676663,24222.3275884316,73.2,0.1,0,"Tautog10_ResN","Tautog10_StructN",30,69.5555865954724,5047.62766301861,27.3841039982241,11.1281008984441,12130.8042850724,32146.6313554417,1.5,6.96590099976776,5.07017737343522,12.1849972925624,32.2902428252904
"TUN","Tunas",1,3,3,0.0214,2.96,79.3811985153659,8986.24018709103,21596.3474815934,57230.3208262226,133.766666666667,0.3,0,"Tunas1_ResN","Tunas1_StructN",6,111.655185385559,24668.0777388957,43.95875814148,54.3837375447243,59284.0128307996,157102.634001619,2,34.6698826801422,773.878523882211,1859.83783677532,4928.5702674546
"TUN","Tunas",2,3,6,0.0214,2.96,103.919288910812,19945.0176823855,47933.2316327456,127023.063826776,133.766666666667,0.3,1,"Tunas2_ResN","Tunas2_StructN",12,128.832928307294,37678.4763872879,50.72165270751,83.0667226129426,90551.4933604612,239961.457405222,2,0,0,0,0
"TUN","Tunas",3,3,9,0.0214,2.96,117.386078447359,28607.4331888491,68751.3414776474,182191.054915766,133.766666666667,0.3,2,"Tunas3_ResN","Tunas3_StructN",18,132.665800836409,41094.1841721807,52.2306584550952,90.5970603096731,98760.3560975264,261714.943658445,2,-46.7994464934167,NA,NA,NA
"TUN","Tunas",4,3,12,0.0214,2.96,124.776809245846,34274.4145864491,82370.6190493851,218282.140480871,133.766666666667,0.3,3,"Tunas4_ResN","Tunas4_StructN",24,133.521030297659,41883.2921273436,52.5673631492188,92.3367434897843,100656.794345935,266740.505016728,2,-109.972091532237,NA,NA,NA
"TUN","Tunas",5,3,15,0.0214,2.96,128.832928307294,37678.4763872879,90551.4933604612,239961.457405222,133.766666666667,0.3,4,"Tunas5_ResN","Tunas5_StructN",30,133.711857784312,42060.7241106432,52.6424921215414,92.7279135888063,101083.211032548,267870.509236252,2,-195.246242835761,NA,NA,NA
"TUN","Tunas",6,3,18,0.0214,2.96,131.0589736456,39638.3337957205,95261.556827014,252443.125591587,133.766666666667,0.3,5,"Tunas6_ResN","Tunas6_StructN",36,133.754437151969,42100.3823349466,52.6592556611675,92.8153449032699,101178.520391604,268123.079037752,2,-310.354307031392,NA,NA,NA
"TUN","Tunas",7,3,21,0.0214,2.96,132.280653229734,40742.0533159979,97914.0911223214,259472.341474152,133.766666666667,0.3,6,"Tunas7_ResN","Tunas7_StructN",42,133.763937893094,42109.234658286,52.6629961124489,92.8348609123506,101199.794900952,268179.456487522,2,-465.733941308888,NA,NA,NA
"TUN","Tunas",8,3,24,0.0214,2.96,132.951125201086,41356.3445002126,99390.3977414386,263384.554014812,133.766666666667,0.3,7,"Tunas8_ResN","Tunas8_StructN",48,133.766057794982,42111.2100467831,52.6638307199423,92.8392158933389,101204.542289793,268192.037067953,2,-675.474509156305,NA,NA,NA
"TUN","Tunas",9,3,27,0.0214,2.96,133.319088020639,41696.0660993147,100206.839940675,265548.125842788,133.766666666667,0.3,8,"Tunas9_ResN","Tunas9_StructN",54,133.76653080903,42111.6508239078,52.664016946046,92.8401876394037,101205.601595549,268194.844228204,2,-958.594661971133,NA,NA,NA
"TUN","Tunas",10,3,30,0.0214,2.96,133.521030297659,41883.2921273437,100656.794345935,266740.505016729,133.766666666667,0.3,9,"Tunas10_ResN","Tunas10_StructN",60,133.766636352731,42111.7491749951,52.6640584987064,92.8404044661778,101205.837959613,268195.470592976,2,-1340.76689385049,NA,NA,NA
"TWH","Tooth_Whale",1,7,7,0.001,3,2161.20906968006,10094628.5810501,24260102.3336941,64289271.1842893,2615.76,0.25,0,"Tooth_Whale1_ResN","Tooth_Whale1_StructN",28,2613.37473562978,17848637.3228069,1028.88824679218,39349.4628146065,42895066.8656739,113671927.194036,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TWH","Tooth_Whale",2,7,14,0.001,3,2536.77089233924,16324644.6881556,39232503.456274,103966134.159126,2615.76,0.25,0,"Tooth_Whale2_ResN","Tooth_Whale2_StructN",56,2615.75782492044,17897509.4127575,1029.826471429,39457.2072015534,43012519.6172975,113983176.985838,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TWH","Tooth_Whale",3,7,21,0.001,3,2602.03375127216,17617276.7461363,42339045.2923247,112198470.02466,2615.76,0.25,0,"Tooth_Whale3_ResN","Tooth_Whale3_StructN",84,2615.75999801658,17897554.0189982,1029.82732697913,39457.3055413638,43012626.8180682,113983461.067881,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TWH","Tooth_Whale",4,7,28,0.001,3,2613.37473562978,17848637.3228069,42895066.8656739,113671927.194036,2615.76,0.25,0,"Tooth_Whale4_ResN","Tooth_Whale4_StructN",112,2615.75999999819,17897554.0596739,1029.82732775929,39457.3056310382,43012626.9158228,113983461.32693,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TWH","Tooth_Whale",5,7,35,0.001,3,2615.34550320422,17889047.1974642,42992182.6423075,113929284.002115,2615.76,0.25,0,"Tooth_Whale5_ResN","Tooth_Whale5_StructN",140,2615.76,17897554.0597109,1029.82732776,39457.3056311199,43012626.9159119,113983461.327167,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TWH","Tooth_Whale",6,7,42,0.001,3,2615.68797125725,17896075.5951508,43009073.7686874,113974045.487022,2615.76,0.25,0,"Tooth_Whale6_ResN","Tooth_Whale6_StructN",168,2615.76,17897554.059711,1029.82732776,39457.30563112,43012626.915912,113983461.327167,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TWH","Tooth_Whale",7,7,49,0.001,3,2615.74748328133,17897297.1352488,43012009.4574592,113981825.062267,2615.76,0.25,0,"Tooth_Whale7_ResN","Tooth_Whale7_StructN",196,2615.76,17897554.059711,1029.82732776,39457.30563112,43012626.915912,113983461.327167,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TWH","Tooth_Whale",8,7,56,0.001,3,2615.75782492044,17897509.4127575,43012519.6172975,113983176.985838,2615.76,0.25,0,"Tooth_Whale8_ResN","Tooth_Whale8_StructN",224,2615.76,17897554.059711,1029.82732776,39457.30563112,43012626.915912,113983461.327167,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TWH","Tooth_Whale",9,7,63,0.001,3,2615.75962202785,17897546.3012285,43012608.2701958,113983411.916019,2615.76,0.25,0,"Tooth_Whale9_ResN","Tooth_Whale9_StructN",252,2615.76,17897554.059711,1029.82732776,39457.30563112,43012626.915912,113983461.327167,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TWH","Tooth_Whale",10,7,70,0.001,3,2615.75993431829,17897552.7114887,43012623.675772,113983452.740796,2615.76,0.25,0,"Tooth_Whale10_ResN","Tooth_Whale10_StructN",280,2615.76,17897554.059711,1029.82732776,39457.30563112,43012626.915912,113983461.327167,4,578.604063673142,193706.608969278,465528.980940346,1233651.79949192
"TYL","Tilefish",1,2,2,0.0095,3.1,22.9301542549133,156.669779376617,376.519537074301,997.776773246899,111,0.13,0.22,"Tilefish1_ResN","Tilefish1_StructN",3,33.6662708493607,515.262036603325,13.2544444996642,1.13595699113642,1238.31299351917,3281.52943282579,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"TYL","Tilefish",2,2,4,0.0095,3.1,43.0936057767754,1107.6521425181,2661.98544224489,7054.26142194897,111,0.13,0.22,"Tilefish2_ResN","Tilefish2_StructN",6,58.6406670479805,2878.32745996975,23.086889257457,6.34561828479851,6917.39355916786,18331.0929317948,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"TYL","Tilefish",3,2,6,0.0095,3.1,58.6406670479805,2878.32745996975,6917.39355916786,18331.0929317948,111,0.13,0.22,"Tilefish3_ResN","Tilefish3_StructN",9,75.5497536806969,6313.14942535916,29.7440135738441,13.9180954861353,15172.1928030742,40206.3109281465,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"TYL","Tilefish",4,2,8,0.0095,3.1,70.6282532957285,5123.38331347024,12312.8654493397,32629.0934407501,111,0.13,0.22,"Tilefish4_ResN","Tilefish4_StructN",12,86.9981670268626,9776.98441961918,34.2512653566428,21.5545353911808,23496.7181437615,62266.3030809681,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"TYL","Tilefish",5,2,10,0.0095,3.1,79.8713006820115,7501.27265721462,18027.5718750652,47773.0654689227,111,0.13,0.22,"Tilefish5_ResN","Tilefish5_StructN",15,94.7493939849806,12738.2735834498,37.3029311612809,28.083052707545,30613.4909479687,81125.751012117,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"TYL","Tilefish",6,2,12,0.0095,3.1,86.9981670268626,9776.98441961919,23496.7181437616,62266.3030809682,111,0.13,0.22,"Tilefish6_ResN","Tilefish6_StructN",18,99.9974154827699,15055.2790349984,39.369082472982,33.1911692661382,36181.8770367662,95881.9741474305,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"TYL","Tilefish",7,2,14,0.0095,3.1,92.4933486238701,11821.3251869711,28409.8178009399,75286.0171724906,111,0.13,0.22,"Tilefish7_ResN","Tilefish7_StructN",21,103.550624515362,16776.3332678475,40.7679844223226,36.9854398489619,40318.0323668529,106842.78577216,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"TYL","Tilefish",8,2,16,0.0095,3.1,96.7304171085213,13582.1678366007,32641.5953775551,86500.2277505209,111,0.13,0.22,"Tilefish8_ResN","Tilefish8_StructN",24,105.956349117408,18014.2945978103,41.7151206038726,39.7146741562245,43293.1857673883,114726.942283579,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"TYL","Tilefish",9,2,18,0.0095,3.1,99.9974154827699,15055.2790349984,36181.8770367663,95881.9741474306,111,0.13,0.22,"Tilefish9_ResN","Tilefish9_StructN",27,107.585161497372,18886.6951865994,42.356385666677,41.6379859422807,45389.798573899,120282.966220832,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"TYL","Tilefish",10,2,20,0.0095,3.1,102.516439760052,16262.357460261,39082.8105269429,103569.447896399,111,0.13,0.22,"Tilefish10_ResN","Tilefish10_StructN",30,108.687960116495,19493.3312456497,42.7905585858242,42.9753879307843,46847.7078722657,124146.425861504,1.5,10.703559950474,14.7659423170598,35.4865232325398,94.0392865662304
"WHK","White_Hake",1,1,1,0.015,2.9,12.9421111471095,25.1713276160789,60.493457380627,160.307662058662,136,0.1,0,"White_Hake1_ResN","White_Hake1_StructN",1,12.9421111471095,25.1713276160789,5.09532210072816,0.0554932122889599,60.4934573806271,160.307662058662,1,12.9421111471095,25.1713276160789,60.4934573806271,160.307662058662
"WHK","White_Hake",2,1,2,0.015,2.9,24.6526175813945,163.115064336522,392.009287038025,1038.82461065077,136,0.1,0,"White_Hake2_ResN","White_Hake2_StructN",2,24.6526175813945,163.115064336522,9.70576019441259,0.359606733137583,392.009287038025,1038.82461065077,1,12.9421111471095,25.1713276160789,60.4934573806271,160.307662058662
"WHK","White_Hake",3,1,3,0.015,2.9,35.2487219872864,460.052132043729,1105.62877203492,2929.91624589253,136,0.1,0,"White_Hake3_ResN","White_Hake3_StructN",3,35.2487219872864,460.052132043729,13.8774570951166,1.01424013134625,1105.62877203492,2929.91624589253,1,12.9421111471095,25.1713276160789,60.4934573806271,160.307662058662
"WHK","White_Hake",4,1,4,0.015,2.9,44.836473739153,924.320237655437,2221.38966031107,5886.68259982434,136,0.1,0,"White_Hake4_ResN","White_Hake4_StructN",4,44.836473739153,924.320237655436,17.6521645475783,2.03777488233993,2221.38966031107,5886.68259982433,1,12.9421111471095,25.1713276160789,60.4934573806271,160.307662058662
