"time" "MAK" "HER" "WHK" "BLF" "WPF" "SUF" "WIF" "WTF" "FOU" "HAL" "PLA" "FLA" "BFT" "TUN" "BIL" "MPF" "BUT" "BPF" "ANC" "GOO" "MEN" "FDE" "COD" "SHK" "OHK" "POL" "RHK" "BSB" "SCU" "TYL" "RED" "OPT" "SAL" "DRM" "STB" "TAU" "WOL" "SDF" "FDF" "HAD" "YTF" "DOG" "SMO" "SSH" "DSH" "BLS" "POR" "PSH" "WSK" "LSK" "SK" "SB" "PIN" "RWH" "BWH" "SWH" "TWH" "INV" "LSQ" "ISQ" "SCA" "QHG" "CLA" "BFF" "BG" "LOB" "BMS" "NSH" "OSH" "ZL" "BD" "MA" "MB" "SG" "BC" "ZG" "PL" "DF" "PS" "ZM" "ZS" "PB" "BB" "BO" "DL" "DR" "DC" "DIN" "PelDemRatio" "PiscivPlankRatio" "DivCount" "InfEpiRatio" "BSSslope" "HabitCover"
11972 844638.186263 1512854.297514 45254.335751 144346.342839 4719.805135 161529.83192 52454.249362 34933.234635 9644.837847 65728.742262 28034.11522 2679.137708 31374.054984 429735.968585 182312.209696 1563.409139 74246.0624 263808.367345 471245.295447 135292.159537 5040891.59956 110186.7016 140704.626035 1216054.825248 8498.701566 158375.310195 96337.689942 43944.936344 254546.286823 5476.659076 82658.128246 10115.911832 4235.750124 336956.463787 170826.80824 367.858979 6595.726017 1823810.81495 250368.262383 336368.661692 46229.29297 411159.129673 156990.70852 16557.158404 1484389.917201 2998.041162 8697.321141 145358.913964 596191.468401 235606.78158 188729.736229 6860.617657 965.375076 10017.598145 21102.132696 12339.667983 7139.213393 1246.27078 23164.055032 5567.661597 176026.798783 3749491.765765 6129265.84237 13583316.547335 7381298.86241 337151.277067 1864415.695099 15177.960468 34429.477528 654643.912378 4723320.37196 0.000301 0.109922 0.000301 6562623.335151 332472.469912 4703037.046859 1005375.769195 5205228.742206 2964952.617363 3844350.822 56801.879734 61742.308378 78005582.574392 160672.440081 3881544.365972 0 2078468003.78139 0.444864 11.136874 65.454545 2.445807 526.67804 1.375459
12045 876096.509144 1409485.839017 48027.890033 150287.350514 4789.894387 164596.583024 53810.426681 35957.189817 10235.808575 69182.730302 29072.451951 2798.022515 31374.054984 429735.968585 182312.209696 1702.358999 78686.085007 285299.206027 497872.663341 106277.732609 5063385.151581 116783.723176 146857.209002 1278540.426172 8986.033693 167447.446703 101210.450928 45227.000017 266196.866024 5609.743885 86249.280392 10879.582169 4526.382382 352079.87361 173310.518611 368.07944 7057.946207 1952149.443392 264110.308414 353397.138277 49843.981127 420574.272635 162773.083738 17349.653092 1544085.263897 2998.041162 8697.321141 145358.913964 616840.067327 245126.637852 198685.470893 6860.617657 965.380016 9993.814555 21068.965562 12339.522577 7139.210685 1311.869458 50738.761324 12495.564683 177927.570469 3750371.458641 6135673.107139 13583178.119408 7394439.286917 337508.232595 1874037.802598 38679.508157 96690.753096 658836.560875 4724333.527623 0.000301 0.108151 0.000301 6565347.563536 330433.242427 4577769.482501 1096299.062096 3775810.516824 3006361.27377 3074310.31856 35298.95684 63695.182353 78100559.705363 106431.120086 3831455.492772 0 2089078512.36412 0.43162 13.950631 60.090909 2.450468 516.540092 1.37729
12118 881189.792982 1499670.778294 49821.991402 152408.314133 4703.38052 168314.683341 45794.249144 36859.350904 10717.451597 72209.82182 29994.51253 2888.896928 35182.325623 472357.394289 192675.186344 1835.009251 81324.551747 301681.663872 509302.839766 116089.771104 5206569.364441 86686.505669 122604.22959 1325501.492961 9446.870665 137788.621362 105271.556667 45776.832209 272998.121799 5580.784805 89589.857434 11589.840205 4744.294723 354217.259488 174886.151078 364.02112 5156.601874 1414126.688735 204794.067892 292024.635254 41371.13414 429088.230766 166414.116226 17877.41127 1584336.642295 2998.041162 8697.321141 145358.913964 633989.35011 252789.569385 203638.945558 6860.617657 965.385639 9993.814555 21068.965562 12339.522577 7139.210685 1031.002119 40909.068872 9943.385715 178519.952344 3749268.116144 6137501.593839 13580402.074613 7371310.489626 336603.909362 1881493.830156 29103.274657 57305.51485 667939.837015 4725941.96178 0.000301 0.107114 0.000301 6568041.779777 328685.152819 4539663.858279 1133122.622826 2973758.657721 2956707.928867 2284375.061238 24406.109849 60035.210083 78166990.710603 79457.735104 2955225.756919 0 2091397536.97927 0.465373 13.510033 61.590909 2.455953 508.276262 1.377901
12191 894927.662918 1583700.443748 51413.168424 157287.478567 4588.362551 173012.788198 47392.346156 35745.410634 11187.277384 75023.609887 25960.195105 2971.517427 39598.050608 488956.664059 216237.681056 1951.738727 59619.31397 201102.6851 380879.743546 124079.385858 5335259.31978 92690.750757 126830.167867 1373497.479241 9852.605188 145656.468841 108987.735352 46642.530788 281637.234149 5495.198865 71334.207685 9081.632445 4890.704878 362059.205828 176338.66256 359.77219 5501.745308 1520588.91356 218164.138706 306668.887625 44445.831765 435382.626261 170587.74982 18461.480095 1629227.900221 2998.041162 8697.321141 145358.913964 614077.730995 259384.53858 208826.980091 6729.851407 965.391172 11057.023293 23130.30701 12390.669589 7169.453 1094.41683 34014.992325 8250.234664 179158.512636 3748728.53826 6138479.466612 13577261.404376 7347067.987581 335381.972432 1889152.819035 23418.425637 44154.077174 675072.448355 4727271.497201 0.000301 0.108171 0.000301 6570512.502809 327198.696579 4884974.190185 1082840.046054 3741820.074376 2893465.296612 2416821.732816 33921.701282 56238.43022 78247040.958213 109414.084816 2433028.981926 0 2092727235.66983 0.499474 4.6312 67.409091 2.457329 567.239913 1.378375
12264 913077.383482 1705155.63176 46398.015713 139678.233595 3954.508837 183783.600828 50288.943539 36562.029535 9833.802544 67305.466038 25661.301648 2610.303393 33104.709073 452525.751683 188207.742094 1376.102998 66807.321888 232023.25717 428186.368312 133171.069103 5492963.763818 100698.239274 131594.971014 1153100.102299 7857.373787 153882.224526 89273.724371 40564.097755 229707.732128 4830.278639 75291.6595 9877.642195 5045.373741 303736.689209 162615.668734 307.854603 5880.972298 1658896.687488 232629.403833 322437.925639 48670.197024 383273.457319 146554.397924 15267.175419 1354880.691298 3054.203978 8817.640311 163139.315496 548421.538789 222372.384275 184835.275814 6728.389652 957.379722 10893.71709 22887.436206 12390.313029 7168.876677 1163.945417 27492.333735 6650.009746 181917.128951 3747074.331876 6131719.003279 13573574.452506 7339837.374289 335332.159188 1904707.011965 19122.432787 37486.242697 664446.84834 4729570.047526 0.000301 0.110193 0.000301 6573214.001682 325251.39541 3245275.00161 968353.69991 4316317.396604 2877534.148848 3318918.011032 51148.159688 53474.896394 78397852.288511 149855.777003 2937860.645196 0 2101140297.99418 0.547094 4.954248 69.772727 2.46325 592.927167 1.378717
12337 843998.519488 1469452.044128 47517.419661 160080.96556 4035.565264 164196.573125 52326.452504 34859.771865 9663.514268 65368.205986 26774.117016 2678.737797 30794.847189 433229.860095 172321.934674 1545.99142 75341.886467 262700.454683 474077.898646 111089.987378 5142889.089887 110409.639631 137328.035692 1239001.540015 8539.442831 163240.683596 94538.536053 44146.14495 252269.345737 4869.979531 76669.860528 10779.104178 4308.863042 334735.395109 170830.505493 336.768511 6309.436314 1822177.41354 249593.009814 340321.353985 53336.212077 399175.00626 156597.06768 16618.887788 1452852.956024 3013.170937 8457.964133 146020.152359 575313.240768 233965.88895 190762.670869 6879.840569 955.62634 10670.016934 22569.654047 12227.619081 7075.720014 1244.460511 22410.474821 5364.73348 186045.264198 3746034.459905 6124209.2027 13570394.503016 7365486.181605 336357.885017 1925784.453568 15793.493295 34385.8998 649869.591634 4731289.038076 0.000301 0.110948 0.000301 6576175.366771 322669.404625 4611073.688214 977116.456716 5123070.387282 2897219.093837 3843526.082738 58071.297548 62942.894734 78565128.80211 164555.86766 4006064.625267 0 2118128670.70913 0.453576 11.102566 65.545455 2.469145 568.407434 1.379379
12410 878694.72097 1379627.912151 50776.467257 166590.214565 4041.227629 168343.955814 53791.520824 35983.290361 10316.030527 68962.669227 27850.269226 2804.324015 30794.847189 433229.860095 172321.934674 1700.850909 80521.365725 285246.438798 502326.803798 89075.330849 5160530.085976 117856.66788 143309.647066 1307263.83046 9099.88333 172672.629861 99465.023069 45694.881375 265013.496616 4877.038907 79762.703471 11707.480062 4609.210211 349591.76565 173584.929692 343.556079 6727.638684 1955922.844175 263909.247934 358296.279918 57392.52532 411442.392408 162663.825942 17442.79623 1513368.190651 3013.170937 8457.964133 146020.152359 598021.692702 245391.706304 201450.500061 6879.840569 955.631242 10644.171858 22533.840872 12227.46892 7075.717131 1312.596206 50386.08637 12397.673885 188700.988376 3747082.58074 6130269.501765 13570353.052958 7383039.759222 336329.10883 1939373.746722 38448.318027 94806.850849 650881.410546 4732088.588861 0.000301 0.109015 0.000301 6579020.035482 320470.134134 4598760.090112 1038335.061689 3786306.144867 2927389.629815 3039752.479299 36022.55303 65544.215328 78664479.70458 106699.055766 3971263.660153 0 2129622622.48665 0.438556 13.912949 60.227273 2.473937 557.149923 1.381394
12483 884936.331881 1469241.1866 52737.347109 169177.452515 4088.206858 171492.976816 45725.379947 36824.290148 10772.947027 71877.648207 28721.611494 2891.073831 34336.728308 475693.006715 184771.233855 1820.414041 82531.096638 301930.925307 513969.389965 96225.421435 5297113.744791 86347.544319 120044.829395 1354025.970384 9528.859571 141139.147201 102372.722543 46702.389781 272147.389564 4874.386143 82493.173594 12496.207218 4825.443919 351768.107357 174849.562499 341.298849 5053.393769 1409314.780189 203726.729753 294318.99543 47308.783248 418989.265848 166379.058309 17963.945819 1552283.622891 3013.170937 8457.964133 146020.152359 613989.934627 252230.665083 206191.415418 6879.840569 955.636917 10644.171858 22533.840872 12227.46892 7075.717131 1026.361383 40546.626543 9843.30147 189673.94509 3745734.093123 6132403.563424 13567608.082373 7357981.611903 335263.924818 1944732.246978 29517.374935 56829.131907 651831.571413 4733304.617751 0.000301 0.107824 0.000301 6581567.254367 318698.842065 2971368.56255 961682.58235 2182143.903028 2867883.424733 2206931.380105 22246.259687 61840.232601 78730710.306531 64124.098833 3019674.12948 0 2131738812.95678 0.473661 13.45658 61.590909 2.480641 549.701393 1.382052
12556 900819.866493 1555388.80894 54502.043398 175030.428963 4121.668818 175476.599336 47385.60834 35585.439077 11206.039574 74592.679652 24862.931832 2970.052609 39066.667264 493687.78003 208019.282794 1926.777304 59703.64761 200529.222103 384530.428724 101446.005602 5423690.067085 92001.196237 124724.251315 1401928.511419 9891.035082 148628.828733 104826.810138 47904.292593 280689.621607 4819.729409 65542.021527 9997.57847 4971.446357 359322.683712 176030.845041 338.495019 5447.823095 1511794.80048 216713.637852 308214.439294 50183.619467 424069.395315 170477.988917 18537.141388 1595381.490406 3013.170937 8457.964133 146020.152359 595070.443907 257955.26162 211190.244946 6747.130522 955.642418 11767.701861 24726.153261 12276.066907 7104.469342 1087.27328 33731.442456 8174.563853 190601.237379 3744113.486953 6131317.095055 13564350.652163 7326926.234758 333954.948159 1950381.670226 24071.617121 44088.642824 652713.73159 4734022.895787 0.000301 0.108507 0.000301 6583972.591173 317207.719167 5067190.244848 1097709.236513 3201433.522124 2791469.450306 2226173.303462 30155.315948 57824.536936 78807713.226825 94632.896071 2394967.822612 0 2132371959.91788 0.508395 4.564987 67.409091 2.486914 613.068723 1.382164
12629 923143.942016 1675816.996545 49197.896572 155109.643122 3671.404722 185650.833747 50331.718951 36328.717755 9803.747049 66773.170283 24632.28467 2602.001506 33075.377169 460264.308775 181290.062869 1345.548311 66152.344732 230967.325832 431138.851347 107553.530396 5575290.369815 99626.578972 129887.283038 1171080.243403 7817.760128 156334.980602 84889.003752 41823.060096 228370.239637 4342.038076 69851.733531 10890.831923 5125.753328 300750.30217 162051.458683 308.020471 5883.921041 1645210.864699 230766.183554 322902.932075 54164.578989 371313.347869 146006.649449 15274.341028 1320611.873651 3069.617778 8581.874442 163509.663229 527949.710747 219825.44883 186374.259605 6745.858846 951.334188 11597.199484 24474.063196 12275.720124 7103.882179 1153.951468 27335.23919 6608.14057 193050.959562 3741642.340384 6117275.202725 13559004.674089 7296035.642836 333817.922296 1964093.945616 19745.752196 37505.939341 633622.521845 4735093.372558 0.000301 0.110802 0.000301 6586457.76867 315243.58691 3008966.935662 932724.210895 3523815.68073 2728930.099421 2797907.811841 37174.534614 53014.952104 78950367.370519 113967.528573 2589767.878592 0 2137918790.15481 0.55947 4.894408 69.772727 2.49487 638.65612 1.381293
12702 915706.628574 1442190.617074 49726.465844 177369.946785 3913.703103 165567.242391 52412.333813 34434.149723 9607.526418 64701.169897 25663.99166 2667.312231 30874.69141 442598.853119 165705.677825 1493.999223 74106.033732 262106.37851 471985.283363 88969.474505 5198653.890097 109085.350028 135953.545803 1254817.435616 8464.079792 165144.247085 88881.398051 46008.456365 251642.251483 4411.250825 70985.173975 11899.197732 4377.332468 332663.160816 170077.540396 341.115494 6370.811923 1806351.148803 247633.623115 339651.741822 58609.036564 386157.87647 156291.001305 16654.906181 1418271.328459 3027.654218 8231.149528 146152.517408 553143.408609 230632.208729 192108.202626 6894.404287 949.55267 11368.77368 24151.43858 12105.551408 7006.419884 1233.300044 22314.613836 5342.010965 195698.667378 3734885.566144 6081321.709307 13547355.669222 7266436.722589 334796.057437 1984147.23929 16338.636766 34332.616216 597202.680233 4735224.887341 0.000301 0.112901 0.000301 6589110.707373 312525.437242 2337441.154205 794486.012737 3470947.500229 2709294.653991 3520508.919599 53937.846522 52640.171556 79105775.976959 139730.137372 3154385.317741 0 2148636124.37097 0.465083 11.188295 65.5 2.505275 615.1775 1.377579
12775 950013.588915 1350105.550656 53078.100626 184332.144618 4086.999318 169455.291782 53827.923772 35439.593781 10216.447048 68058.311811 26632.101018 2786.649172 30874.69141 442598.853119 165705.677825 1638.172796 78437.985227 284054.241251 496696.720595 71943.540138 5170625.517671 115943.464513 142078.604467 1319302.297244 8983.268205 173751.914812 92375.323911 48000.051676 264297.558164 4448.853276 73410.162493 12908.557001 4674.375403 348105.634242 172443.23756 351.643477 6833.067003 1933839.164665 261355.156386 356216.365838 62285.462466 396793.622231 162366.300618 17495.131785 1478687.825613 3027.654218 8231.149528 146152.517408 573544.870303 240924.771633 202602.564621 6894.404287 949.557693 11343.479003 24116.542608 12105.415072 7006.417207 1298.296181 50147.702535 12358.822213 198567.095262 3733766.134934 6077992.199862 13543966.655767 7263908.914837 334561.049068 1995774.68593 38979.776281 94092.179281 586236.518555 4734757.729808 0.000301 0.110834 0.000301 6591741.819859 310257.095617 4599868.733007 1034534.856501 3895284.205406 2734876.951829 3155336.546358 40883.062655 56508.373432 79192971.464469 116151.136885 3362261.422178 0 2158234630.34301 0.446966 13.906141 60.136364 2.511736 604.619988 1.37846
12848 958322.209333 1438228.464005 55125.018081 187490.182025 4249.437606 173548.710168 45954.771591 36218.226498 10728.949753 70955.426305 27539.97458 2878.617523 34475.230681 485893.758028 180996.897231 1779.819831 79472.465268 301157.42652 506851.916976 77731.267137 5312163.836915 85434.572203 119924.527256 1367985.627204 9480.952677 142461.064647 95863.414826 48938.760812 271385.132631 4640.519175 75655.51008 13807.467044 4894.132688 350126.770031 173749.230458 354.499094 5251.575682 1397019.198117 202440.369939 294233.435512 51717.534406 405406.943128 166157.468782 18048.909219 1518609.958778 3027.654218 8231.149528 146152.517408 589987.487283 248583.052155 207786.262757 6894.404287 949.56338 11343.479003 24116.542608 12105.415072 7006.417207 1018.684825 40016.25166 9720.760314 198881.80498 3732522.117199 6077843.994814 13540287.06059 7238950.504291 333314.237508 2002470.256199 30206.74956 55310.784491 586988.756817 4735181.110204 0.000301 0.109366 0.000301 6594279.059216 308339.513729 5369083.941822 1179514.039217 3342006.463197 2707171.99177 2399563.429044 26770.481337 53230.063883 79250766.943746 86594.776248 2752768.953714 0 2160958376.11077 0.482049 13.431913 61.5 2.516355 595.795678 1.378962
12921 976306.42325 1522510.798494 57015.758591 193803.038767 4394.522313 178161.332257 47798.14325 34971.705827 11209.935263 73741.359575 23975.464903 2961.46357 38235.80346 500997.049746 203483.05677 1901.880145 56819.518175 200353.918172 378963.89301 81874.869025 5443713.865783 91436.897844 124670.393734 1417628.353063 9901.685697 150484.011047 98922.870487 50076.584049 279808.222517 4780.261953 60521.548414 11217.229878 5042.148515 356950.119554 174986.107646 355.206966 5691.507183 1500486.487514 215725.664533 308827.616954 54368.885119 411493.08221 170166.2579 18606.072953 1559091.882304 3027.654218 8231.149528 146152.517408 573409.951474 254867.767028 213167.582436 6760.256915 949.568879 12532.258467 26450.370036 12151.663201 7033.794724 1080.683932 33214.053257 8049.978131 198944.495325 3732038.228561 6080222.573968 13536167.588411 7210426.935576 331820.930731 2008768.559921 24760.473332 43219.362758 591980.710879 4735450.465014 0.000301 0.110319 0.000301 6596689.058063 306787.817465 5138149.932596 1077249.240816 3139048.673595 2662927.470685 2319317.112026 29867.488803 49733.454147 79316543.647067 93130.832707 2283198.576679 0 2162078552.76045 0.517467 4.52767 67.5 2.511061 662.250018 1.379613
